OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.0,0.0025,0.8642595410346985
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.0025,0.0075,-90.07112053510016*(x-0.0025)*(x-0.0025)*(x-0.0025)+37.17516143458398*(x-0.0025)*(x-0.0025)+14.606600999832159*(x-0.0025)+0.8642595410346985
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.0075,0.0125,32032.07834843197*(x-0.0075)*(x-0.0075)*(x-0.0075)-122.98523030757556*(x-0.0075)*(x-0.0075)+14.971597280137866*(x-0.0075)+0.938210666179657
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.0125,0.0175,-735692.2483429221*(x-0.0125)*(x-0.0125)*(x-0.0125)+3903.276777252466*(x-0.0125)*(x-0.0125)+16.14415085319451*(x-0.0125)+1.013998031616211
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.0175,0.0225,1825173.3779907255*(x-0.0175)*(x-0.0175)*(x-0.0175)-13688.800334930434*(x-0.0175)*(x-0.0175)+0.0*(x-0.0175)+1.1003391742706299
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.0225,0.0275,-504628.67150444945*(x-0.0225)*(x-0.0225)*(x-0.0225)+5536.727971322295*(x-0.0225)*(x-0.0225)+0.0*(x-0.0225)+0.9862658381462097
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.0275,0.0325,-865341.2897825034*(x-0.0275)*(x-0.0275)*(x-0.0275)+5007.808790809767*(x-0.0275)*(x-0.0275)+17.52012935038924*(x-0.0275)+1.061605453491211
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.0325,0.0375,102873.6214047376*(x-0.0325)*(x-0.0325)*(x-0.0325)-765.5440140465041*(x-0.0325)*(x-0.0325)+2.6976205247991367*(x-0.0325)+1.1662336587905884
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.0375,0.0424999999999999,-2418483.3480247417*(x-0.037500000000000006)*(x-0.037500000000000006)*(x-0.037500000000000006)+17862.854911216586*(x-0.037500000000000006)*(x-0.037500000000000006)+2.7577019896894224*(x-0.037500000000000006)+1.1734423637390137
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.0424999999999999,0.0475,5005582.809448229*(x-0.042499999999999996)*(x-0.042499999999999996)*(x-0.042499999999999996)-37541.87107086175*(x-0.042499999999999996)*(x-0.042499999999999996)+0.0*(x-0.042499999999999996)+1.3314918279647827
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.0475,0.0525,-2922916.4123535077*(x-0.0475)*(x-0.0475)*(x-0.0475)+21921.873092651327*(x-0.0475)*(x-0.0475)+0.0*(x-0.0475)+1.0186429023742676
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.0525,0.0574999999999999,3684120.178222677*(x-0.052500000000000005)*(x-0.052500000000000005)*(x-0.052500000000000005)-27630.901336670024*(x-0.052500000000000005)*(x-0.052500000000000005)+0.0*(x-0.052500000000000005)+1.2013251781463623
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.0574999999999999,0.0625,-1075853.1960034012*(x-0.057499999999999996)*(x-0.057499999999999996)*(x-0.057499999999999996)+9351.767734777746*(x-0.057499999999999996)*(x-0.057499999999999996)+0.0*(x-0.057499999999999996)+0.9710676670074463
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.0625,0.07,-96648.81989618862*(x-0.0625)*(x-0.0625)*(x-0.0625)+232.0533806639698*(x-0.0625)*(x-0.0625)+12.828687647522308*(x-0.0625)+1.0703802108764648
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.07,0.08,540527.3437500008*(x-0.07)*(x-0.07)*(x-0.07)-8107.910156250008*(x-0.07)*(x-0.07)+0.0*(x-0.07)+1.1388746500015259
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.08,0.095,-159351.49016203705*(x-0.08)*(x-0.08)*(x-0.08)+3585.4085286458335*(x-0.08)*(x-0.08)+0.0*(x-0.08)+0.8686109781265259
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.095,0.1275,87.9468227199073*(x-0.095)*(x-0.095)*(x-0.095)-11.992778776581158*(x-0.095)*(x-0.095)+0.0*(x-0.095)+1.1375166177749634
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.1275,0.1925,1561.3064728918353*(x-0.1275)*(x-0.1275)*(x-0.1275)-148.37469552246108*(x-0.1275)*(x-0.1275)-0.500849125984069*(x-0.1275)+1.1278682947158813
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.1925,0.2825,-1616.7781971119089*(x-0.1925)*(x-0.1925)*(x-0.1925)+218.2650566101076*(x-0.1925)*(x-0.1925)+0.0*(x-0.1925)+0.897203803062439
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.2825,0.6699999999999999,-8.334715166047426*(x-0.2825)*(x-0.2825)*(x-0.2825)+0.0*(x-0.2825)*(x-0.2825)+0.0*(x-0.2825)+1.486519455909729
shape,iterativefit,up_jesSinglePionECAL,0,1.6,2.5,100.0,10000.0,0.6699999999999999,1.1,1.0015594959259033
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,-15.0,0.0,0.9955844283103943
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.0,0.05,0.9955844283103943
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.05,0.1225,227.02931100778204*(x-0.05)*(x-0.05)*(x-0.05)-76.38927898586044*(x-0.05)*(x-0.05)+7.496477004995801*(x-0.05)+0.9955844283103943
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.1225,0.1649999999999999,4141.545310273768*(x-0.1225)*(x-0.1225)*(x-0.1225)-264.02351352995265*(x-0.1225)*(x-0.1225)+0.0*(x-0.1225)+1.2240737676620483
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.1649999999999999,0.205,-2380.3785443305906*(x-0.16499999999999998)*(x-0.16499999999999998)*(x-0.16499999999999998)+142.82271265983556*(x-0.16499999999999998)*(x-0.16499999999999998)+0.0*(x-0.16499999999999998)+1.0651096105575562
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.205,0.2475,3368.055204027125*(x-0.20500000000000002)*(x-0.20500000000000002)*(x-0.20500000000000002)-229.91915216763516*(x-0.20500000000000002)*(x-0.20500000000000002)+0.0*(x-0.20500000000000002)+1.1412817239761353
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.2475,0.2925,129.78551273751765*(x-0.2475)*(x-0.2475)*(x-0.2475)+5.600353417184384*(x-0.2475)*(x-0.2475)-1.2924787974270135*(x-0.2475)+0.984541118144989
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.2925,0.3375,-0.6347529008523426*(x-0.2925)*(x-0.2925)*(x-0.2925)+1.0105540825119745*(x-0.2925)*(x-0.2925)+0.0*(x-0.2925)+0.9495469927787781
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.3375,0.3825,-2885.3120739171154*(x-0.3375)*(x-0.3375)*(x-0.3375)+194.44080686749828*(x-0.3375)*(x-0.3375)+0.0870937435533998*(x-0.3375)+0.9515355229377747
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.3825,0.43,24.86298139989544*(x-0.3825)*(x-0.3825)*(x-0.3825)-1.7962069934763205*(x-0.3825)*(x-0.3825)+0.058495512581775565*(x-0.3825)+1.0862733125686646
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.43,0.48,-657.0379037158943*(x-0.43000000000000005)*(x-0.43000000000000005)*(x-0.43000000000000005)+48.71637124317134*(x-0.43000000000000005)*(x-0.43000000000000005)+0.05614715355206751*(x-0.43000000000000005)+1.0876637697219849
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.48,0.53,2855.0720214843673*(x-0.48)*(x-0.48)*(x-0.48)-214.13040161132773*(x-0.48)*(x-0.48)+0.0*(x-0.48)+1.1301323175430298
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.53,0.5800000000000001,-2292.3373309783515*(x-0.53)*(x-0.53)*(x-0.53)+174.5468573173502*(x-0.53)*(x-0.53)+0.0*(x-0.53)+0.9516903162002563
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.5800000000000001,0.63,-4.796895187342378*(x-0.5800000000000001)*(x-0.5800000000000001)*(x-0.5800000000000001)-2.2617903549229967*(x-0.5800000000000001)*(x-0.5800000000000001)+0.26215574939736713*(x-0.5800000000000001)+1.101515293121338
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.63,0.6799999999999999,1329.38957214356*(x-0.63)*(x-0.63)*(x-0.63)-99.70421791076686*(x-0.63)*(x-0.63)+0.0*(x-0.63)+1.108368992805481
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.6799999999999999,0.73,-1238.6436462402312*(x-0.6799999999999999)*(x-0.6799999999999999)*(x-0.6799999999999999)+92.89827346801742*(x-0.6799999999999999)*(x-0.6799999999999999)+0.0*(x-0.6799999999999999)+1.0252821445465088
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.73,0.78,2319.9014663696225*(x-0.73)*(x-0.73)*(x-0.73)-173.99260997772186*(x-0.73)*(x-0.73)+0.0*(x-0.73)+1.1026973724365234
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.78,0.8300000000000001,-26.55659616100534*(x-0.78)*(x-0.78)*(x-0.78)+6.0916952789364895*(x-0.78)*(x-0.78)+0.0*(x-0.78)+0.9577035307884216
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.8300000000000001,0.88,-1012.755975128295*(x-0.8300000000000001)*(x-0.8300000000000001)*(x-0.8300000000000001)+71.85674756776092*(x-0.8300000000000001)*(x-0.8300000000000001)+0.40999505668610914*(x-0.8300000000000001)+0.9696131944656372
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.88,0.93,3116.486549377454*(x-0.88)*(x-0.88)*(x-0.88)-233.73649120330873*(x-0.88)*(x-0.88)+0.0*(x-0.88)+1.043160319328308
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.93,0.9825,340.9221432093425*(x-0.9299999999999999)*(x-0.9299999999999999)*(x-0.9299999999999999)-3.552713678800501e-15*(x-0.9299999999999999)*(x-0.9299999999999999)+0.0*(x-0.9299999999999999)+0.848379909992218
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,20.0,30.0,0.9825,1.1,0.8977124094963074
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,-15.0,0.0,1.079276442527771
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.0,0.05,1.079276442527771
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.05,0.12,30.768508466270152*(x-0.05)*(x-0.05)*(x-0.05)-6.461386777916733*(x-0.05)*(x-0.05)+0.45229707445417133*(x-0.05)+1.079276442527771
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.12,0.16,1191.7799711227422*(x-0.12000000000000001)*(x-0.12000000000000001)*(x-0.12000000000000001)-71.50679826736453*(x-0.12000000000000001)*(x-0.12000000000000001)+0.0*(x-0.12000000000000001)+1.0898300409317017
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.16,0.2,-1464.8661017417899*(x-0.16)*(x-0.16)*(x-0.16)+87.89196610450742*(x-0.16)*(x-0.16)+0.0*(x-0.16)+1.051693081855774
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.2,0.245,1830.6386814195944*(x-0.2)*(x-0.2)*(x-0.2)-123.56811099582256*(x-0.2)*(x-0.2)+0.0*(x-0.2)+1.0985687971115112
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.245,0.2925,-1204.2586041150323*(x-0.245)*(x-0.245)*(x-0.245)+85.80342554319603*(x-0.245)*(x-0.245)+0.0*(x-0.245)+1.015160322189331
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.2925,0.3399999999999999,766.7013152484424*(x-0.2925)*(x-0.2925)*(x-0.2925)-54.627468711451506*(x-0.2925)*(x-0.2925)+0.0*(x-0.2925)+1.0796916484832764
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.3399999999999999,0.39,-1595.659255981441*(x-0.33999999999999997)*(x-0.33999999999999997)*(x-0.33999999999999997)+119.67444419860819*(x-0.33999999999999997)*(x-0.33999999999999997)+0.0*(x-0.33999999999999997)+1.0386072397232056
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.39,0.44,169.73182497196512*(x-0.39)*(x-0.39)*(x-0.39)-19.60557547101037*(x-0.39)*(x-0.39)+0.0*(x-0.39)+1.138335943222046
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.44,0.49,218.46789260820668*(x-0.44)*(x-0.44)*(x-0.44)-15.18883261973124*(x-0.44)*(x-0.44)-0.6875688598112986*(x-0.44)+1.1105384826660156
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.49,0.54,48.832024970461156*(x-0.49)*(x-0.49)*(x-0.49)+0.6233425010125297*(x-0.49)*(x-0.49)-0.567942927222873*(x-0.49)+1.0654964447021484
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.54,0.59,11.259668882071812*(x-0.54)*(x-0.54)*(x-0.54)+0.549209732276223*(x-0.54)*(x-0.54)-0.1393684898431606*(x-0.54)+1.0447616577148438
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.59,0.64,-1497.9305267333946*(x-0.59)*(x-0.59)*(x-0.59)+112.34478950500468*(x-0.59)*(x-0.59)+0.0*(x-0.59)+1.0405737161636353
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.64,0.69,1768.1086425976966*(x-0.64)*(x-0.64)*(x-0.64)-138.98192825415242*(x-0.64)*(x-0.64)+0.0*(x-0.64)+1.1341943740844727
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.69,0.74,36.76251222659477*(x-0.69)*(x-0.69)*(x-0.69)+3.616591642330741*(x-0.69)*(x-0.69)-0.6373780059325357*(x-0.69)+1.0077531337738037
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.74,0.79,-709.1217041015606*(x-0.74)*(x-0.74)*(x-0.74)+53.18412780761709*(x-0.74)*(x-0.74)+0.0*(x-0.74)+0.9895210266113281
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.79,0.84,245.2697410171582*(x-0.79)*(x-0.79)*(x-0.79)-23.149297902908707*(x-0.79)*(x-0.79)+0.0*(x-0.79)+1.0338411331176758
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.84,0.89,147.43706126862122*(x-0.84)*(x-0.84)*(x-0.84)-6.303712268524748*(x-0.84)*(x-0.84)-0.47540673266218575*(x-0.84)+1.0066266059875488
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.89,0.9375,-934.2932739346804*(x-0.89)*(x-0.89)*(x-0.89)+66.56839576784597*(x-0.89)*(x-0.89)+0.0*(x-0.89)+0.9855266213417053
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.9375,0.985,162.91159932789606*(x-0.9375)*(x-0.9375)*(x-0.9375)-45.404368160173846*(x-0.9375)*(x-0.9375)+0.0*(x-0.9375)+1.0355916023254395
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,30.0,50.0,0.985,1.1,0.9506075382232666
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,-15.0,0.0,1.1632508039474487
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.0,0.05,1.1632508039474487
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.05,0.1225,-173.11313934120824*(x-0.05)*(x-0.05)*(x-0.05)+41.66349624715596*(x-0.05)*(x-0.05)-3.311429139850938*(x-0.05)+1.1632508039474487
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.1225,0.1699999999999999,-2032.3843871874562*(x-0.1225)*(x-0.1225)*(x-0.1225)+144.8073875871062*(x-0.1225)*(x-0.1225)+0.0*(x-0.1225)+1.076196312904358
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.1699999999999999,0.2175,4195.8766769851845*(x-0.16999999999999998)*(x-0.16999999999999998)*(x-0.16999999999999998)-298.95621323519447*(x-0.16999999999999998)*(x-0.16999999999999998)+0.0*(x-0.16999999999999998)+1.1851035356521606
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.2175,0.265,-2186.9221726387073*(x-0.2175)*(x-0.2175)*(x-0.2175)+155.81820480050794*(x-0.2175)*(x-0.2175)+0.0*(x-0.2175)+0.9602635502815247
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.265,0.315,614.8509979248051*(x-0.265)*(x-0.265)*(x-0.265)-46.11382484436037*(x-0.265)*(x-0.265)+0.0*(x-0.265)+1.0774518251419067
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.315,0.365,-1572.6127624511728*(x-0.315)*(x-0.315)*(x-0.315)+117.94595718383793*(x-0.315)*(x-0.315)+0.0*(x-0.315)+1.0390236377716064
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.365,0.415,1567.1730041503863*(x-0.365)*(x-0.365)*(x-0.365)-117.53797531127908*(x-0.365)*(x-0.365)+0.0*(x-0.365)+1.1373119354248047
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.415,0.4649999999999999,-5.867004394531273*(x-0.41500000000000004)*(x-0.41500000000000004)*(x-0.41500000000000004)+0.4400253295898449*(x-0.41500000000000004)*(x-0.41500000000000004)+0.0*(x-0.41500000000000004)+1.0393636226654053
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.4649999999999999,0.515,26.240019834874392*(x-0.46499999999999997)*(x-0.46499999999999997)*(x-0.46499999999999997)-3.2526328581987958*(x-0.46499999999999997)*(x-0.46499999999999997)+0.0*(x-0.46499999999999997)+1.0397303104400635
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.515,0.565,100.62661651456249*(x-0.515)*(x-0.515)*(x-0.515)-6.262364868008959*(x-0.515)*(x-0.515)-0.12846313705832155*(x-0.515)+1.0348787307739258
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.565,0.615,-2180.383682250971*(x-0.565)*(x-0.565)*(x-0.565)+163.52877616882296*(x-0.565)*(x-0.565)+0.0*(x-0.565)+1.0253779888153076
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.615,0.665,2451.4865875244077*(x-0.615)*(x-0.615)*(x-0.615)-183.86149406433074*(x-0.615)*(x-0.615)+0.0*(x-0.615)+1.1616519689559937
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.665,0.715,-303.4010919855359*(x-0.665)*(x-0.665)*(x-0.665)+26.44258038663032*(x-0.665)*(x-0.665)+0.0*(x-0.665)+1.0084340572357178
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.715,0.765,-71.70782416326854*(x-0.715)*(x-0.715)*(x-0.715)+1.6905883245299944*(x-0.715)*(x-0.715)+0.3687498487715154*(x-0.715)+1.0366153717041016
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.765,0.8125,1974.2056655716958*(x-0.765)*(x-0.765)*(x-0.765)-140.66215367198328*(x-0.765)*(x-0.765)+0.0*(x-0.765)+1.0503158569335938
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.8125,0.8574999999999999,-1912.4322794428997*(x-0.8125)*(x-0.8125)*(x-0.8125)+129.08917886239553*(x-0.8125)*(x-0.8125)+0.0*(x-0.8125)+0.944526195526123
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.8574999999999999,0.9025,962.1218599883399*(x-0.8574999999999999)*(x-0.8574999999999999)*(x-0.8574999999999999)-66.72943979862049*(x-0.8574999999999999)*(x-0.8574999999999999)+0.0*(x-0.8574999999999999)+1.0316613912582397
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.9025,0.945,-73.05267121412037*(x-0.9025000000000001)*(x-0.9025000000000001)*(x-0.9025000000000001)+4.822093497041637*(x-0.9025000000000001)*(x-0.9025000000000001)-0.16075928244665993*(x-0.9025000000000001)+0.9842076301574707
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.945,0.9875,66.81616714720131*(x-0.9450000000000001)*(x-0.9450000000000001)*(x-0.9450000000000001)-9.906444867426757*(x-0.9450000000000001)*(x-0.9450000000000001)-0.14673549733963537*(x-0.9450000000000001)+0.9804773330688477
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,50.0,70.0,0.9875,1.1,0.9614767432212828
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,-15.0,0.0,1.218239665031433
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.0,0.055,1.218239665031433
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.055,0.1325,-0.33512532630487535*(x-0.055)*(x-0.055)*(x-0.055)+1.6449284370067119*(x-0.055)*(x-0.055)-0.9361322691161277*(x-0.055)+1.218239665031433
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.1325,0.18,234.62841731656*(x-0.1325)*(x-0.1325)*(x-0.1325)-9.483517882716017*(x-0.1325)*(x-0.1325)-0.6872069008534432*(x-0.1325)+1.155413269996643
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.18,0.2299999999999999,-123.3539581298829*(x-0.18)*(x-0.18)*(x-0.18)+9.251546859741214*(x-0.18)*(x-0.18)+0.0*(x-0.18)+1.1265193223953247
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.2299999999999999,0.28,1858.8615718408246*(x-0.22999999999999998)*(x-0.22999999999999998)*(x-0.22999999999999998)-144.02959974072286*(x-0.22999999999999998)*(x-0.22999999999999998)+0.0*(x-0.22999999999999998)+1.1342289447784424
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.28,0.3299999999999999,18.332130007333962*(x-0.28)*(x-0.28)*(x-0.28)+3.2400721021108576*(x-0.28)*(x-0.28)-0.4614981852660897*(x-0.28)+1.0065126419067383
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.3299999999999999,0.38,-604.6848355423155*(x-0.32999999999999996)*(x-0.32999999999999996)*(x-0.32999999999999996)+60.17992525642482*(x-0.32999999999999996)*(x-0.32999999999999996)+0.0*(x-0.32999999999999996)+0.9938294291496277
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.38,0.43,-581.8204938064757*(x-0.38)*(x-0.38)*(x-0.38)+28.807974444734587*(x-0.38)*(x-0.38)+1.4828562590751142*(x-0.38)+1.0686936378479004
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.43,0.48,939.6136412990966*(x-0.43000000000000005)*(x-0.43000000000000005)*(x-0.43000000000000005)-78.88022964185915*(x-0.43000000000000005)*(x-0.43000000000000005)+0.0*(x-0.43000000000000005)+1.142128825187683
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.48,0.53,22.753653929708097*(x-0.48)*(x-0.48)*(x-0.48)+4.2611480254252285*(x-0.48)*(x-0.48)-0.8409206544426994*(x-0.48)+1.0623799562454224
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.53,0.5800000000000001,-75.34314669451494*(x-0.53)*(x-0.53)*(x-0.53)+5.54472892304356*(x-0.53)*(x-0.53)-0.24415344742736503*(x-0.53)+1.033831000328064
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.5800000000000001,0.63,465.26752732037835*(x-0.5800000000000001)*(x-0.5800000000000001)*(x-0.5800000000000001)-32.34752299570961*(x-0.5800000000000001)*(x-0.5800000000000001)-0.2547541553318716*(x-0.5800000000000001)+1.0260672569274902
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.63,0.6799999999999999,-186.88011169433668*(x-0.63)*(x-0.63)*(x-0.63)+14.016008377075233*(x-0.63)*(x-0.63)+0.0*(x-0.63)+0.9906191825866699
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.6799999999999999,0.73,325.2468109130851*(x-0.6799999999999999)*(x-0.6799999999999999)*(x-0.6799999999999999)-24.393510818481403*(x-0.6799999999999999)*(x-0.6799999999999999)+0.0*(x-0.6799999999999999)+1.002299189567566
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.73,0.78,-165.2238681983739*(x-0.73)*(x-0.73)*(x-0.73)+15.953768864630604*(x-0.73)*(x-0.73)+0.0*(x-0.73)+0.981971263885498
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.78,0.8300000000000001,-77.19242501546495*(x-0.78)*(x-0.78)*(x-0.78)+3.369279245042555*(x-0.78)*(x-0.78)+0.35619787497525524*(x-0.78)+1.0012027025222778
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.8300000000000001,0.8775,44.537064907976635*(x-0.8300000000000001)*(x-0.8300000000000001)*(x-0.8300000000000001)-3.057723670058313*(x-0.8300000000000001)*(x-0.8300000000000001)+0.1141826118635229*(x-0.8300000000000001)+1.0177867412567139
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.8775,0.92,-542.671224941883*(x-0.8775)*(x-0.8775)*(x-0.8775)+33.12283033941151*(x-0.8775)*(x-0.8775)+0.1251591213038492*(x-0.8775)+1.0210845470428467
shape,iterativefit,down_jesSinglePionECAL,5,0.0,2.5,70.0,100.0,0.92,0.9575,936.9650817359224*(x-0.9199999999999999)*(x-0.9199999999999999)*(x-0.9199999999999999)-69.43900801572636*(x-0.9199999999999999)*(x-0.9199999999999999)+0.0*(x-0.9199999999999999)+1.044573426246643
